site_id,known_bug_id,known_bug_type,known_severity,selector,action_hints,detected,detection_count,detected_types,max_confidence,mapping_result,mapping_evidence,detection_id
site038,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""주간 시간표 주간 시간표  "", ""clicked_name"": ""주간 시간표"", ""clicked_bid"": ""20"", ""clicked_role"": ""link"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9257/#"", ""after_url"": ""http://localhost:9257/#"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""20"", ""data_bug_id"": """", ""name"": ""주간 시간표"", ""text"": ""주간 시간표"", ""role"": ""link"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site038-detection-0003
site038,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""2024년 봄학기 수강신청 오픈 2024년 봄학기 수강신청 오픈  "", ""clicked_name"": ""2024년 봄학기 수강신청 오픈"", ""clicked_bid"": ""11"", ""clicked_role"": ""statictext"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9257/#"", ""after_url"": ""http://localhost:9257/#"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""11"", ""data_bug_id"": """", ""name"": ""2024년 봄학기 수강신청 오픈"", ""text"": ""2024년 봄학기 수강신청 오픈"", ""role"": ""statictext"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 0.19, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site038-detection-0004
site039,site039-auto-01,duplicated-rendering,,,click_element;inspect_dom;press_enter,False,0,,,FN,,
site039,,,,,,True,1,form-no-feedback,0.75,FP_REVIEW,"{""clicked_text"": ""로그인 로그인  "", ""clicked_name"": ""로그인"", ""clicked_bid"": ""32"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9258/"", ""after_url"": ""http://localhost:9258/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""32"", ""data_bug_id"": """", ""name"": ""로그인"", ""text"": ""로그인"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site039-detection-0001
site039,,,,,,True,1,duplicated-rendering,0.9,FP_REVIEW,"{""duplicated_titles"": {""show local date and time picker show local date and time picker"": 2, ""예상 요금 상세 예상 요금 상세"": 2}, ""visible_duplicate_candidates"": {""예상 요금 상세 예상 요금 상세"": 1}, ""book_context"": true, ""axtree_or_text_only"": false}",site039-detection-0002
site040,site040-auto-01,duplicated-rendering,,,click_element;fill_input;inspect_layout;press_enter,False,0,,,FN,,
site040,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""MY PAGE MY PAGE  "", ""clicked_name"": ""MY PAGE"", ""clicked_bid"": ""27"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9259/"", ""after_url"": ""http://localhost:9259/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""27"", ""data_bug_id"": """", ""name"": ""MY PAGE"", ""text"": ""MY PAGE"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site040-detection-0001
site040,,,,,,True,1,duplicated-rendering,0.9,FP_REVIEW,"{""duplicated_titles"": {""spa packages spa packages"": 2, ""membership membership"": 2, ""private wellness journey private wellness journey"": 2, ""select select"": 2}, ""visible_duplicate_candidates"": {""spa packages spa packages"": 1}, ""book_context"": true, ""axtree_or_text_only"": false}",site040-detection-0002
site040,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""ALL ALL  "", ""clicked_name"": ""ALL"", ""clicked_bid"": ""38"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9259/"", ""after_url"": ""http://localhost:9259/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""38"", ""data_bug_id"": """", ""name"": ""ALL"", ""text"": ""ALL"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site040-detection-0003
site040,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""CONFIRM CONFIRM  "", ""clicked_name"": ""CONFIRM"", ""clicked_bid"": ""23"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9259/"", ""after_url"": ""http://localhost:9259/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""23"", ""data_bug_id"": """", ""name"": ""CONFIRM"", ""text"": ""CONFIRM"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site040-detection-0004
site042,,,,,,True,1,duplicated-rendering,0.85,FP_REVIEW,"{""duplicated_titles"": {""집중 시작 집중 시작"": 2, ""시작 시간: 시작 시간:"": 4}, ""visible_duplicate_candidates"": {""시작 시간: 시작 시간:"": 1}, ""book_context"": false, ""axtree_or_text_only"": false}",site042-detection-0001
site043,site043-auto-01,api-forbidden,,,click_element;fill_input;inspect_layout,False,0,,,FN,,
site043,,,,,,True,1,form-no-feedback,0.62,FP_REVIEW,"{""clicked_text"": ""로그인 로그인  "", ""clicked_name"": ""로그인"", ""clicked_bid"": ""24"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9262/"", ""after_url"": ""http://localhost:9262/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""24"", ""data_bug_id"": """", ""name"": ""로그인"", ""text"": ""로그인"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site043-detection-0001
site043,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""아트 페어 아트 페어  "", ""clicked_name"": ""아트 페어"", ""clicked_bid"": ""18"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9262/"", ""after_url"": ""http://localhost:9262/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""18"", ""data_bug_id"": """", ""name"": ""아트 페어"", ""text"": ""아트 페어"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site043-detection-0002
site044,,,,,,True,1,duplicated-rendering,0.85,FP_REVIEW,"{""duplicated_titles"": {""지역별 캠핑장 지역별 캠핑장"": 2, ""테마별 여행 테마별 여행"": 2, ""커뮤니티 커뮤니티"": 2, ""all all"": 3, ""예약하기 예약하기"": 2}, ""visible_duplicate_candidates"": {""지역별 캠핑장 지역별 캠핑장"": 1, ""테마별 여행 테마별 여행"": 1}, ""book_context"": false, ""axtree_or_text_only"": false}",site044-detection-0001
site045,,,,,,True,1,layout-overlap,0.9,FP_REVIEW,"{""layout_overlap_count"": 77, ""viewport_width"": 375, ""viewport_height"": 812, ""viewport_type"": ""mobile"", ""mobile_viewport"": true, ""action_type"": ""change_viewport_mobile""}",site045-detection-0001
site046,site046-auto-01,duplicated-rendering,,,change_viewport_mobile;click_element;fill_input;inspect_console;inspect_layout;press_enter,False,0,,,FN,,
site046,site046-auto-02,layout-overlap,,,change_viewport_mobile;inspect_layout,True,1,layout-overlap,0.9,TP,type-match+action-hint-match+bbox-fallback,
site046,,,,,,True,1,duplicated-rendering,0.9,FP_REVIEW,"{""duplicated_titles"": {""새학기 문구 기획전 새학기 문구 기획전"": 2}, ""visible_duplicate_candidates"": {""새학기 문구 기획전 새학기 문구 기획전"": 1}, ""book_context"": true, ""axtree_or_text_only"": false}",site046-detection-0002
site046,,,,,,True,1,layout-overlap,0.75,FP_REVIEW,"{""layout_overlap_count"": 40, ""viewport_width"": 375, ""viewport_height"": 812, ""viewport_type"": ""mobile"", ""mobile_viewport"": true, ""action_type"": ""click_element""}",site046-detection-0003
site046,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""세트상품 세트상품  "", ""clicked_name"": ""세트상품"", ""clicked_bid"": ""71"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9265/"", ""after_url"": ""http://localhost:9265/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""71"", ""data_bug_id"": """", ""name"": ""세트상품"", ""text"": ""세트상품"", ""role"": ""button"", ""tag"": """", ""clickable"": false, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site046-detection-0004
site046,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""카테고리 카테고리  "", ""clicked_name"": ""카테고리"", ""clicked_bid"": ""19"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9265/"", ""after_url"": ""http://localhost:9265/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""19"", ""data_bug_id"": """", ""name"": ""카테고리"", ""text"": ""카테고리"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site046-detection-0005
site047,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""해솔문화도시 홈 해솔문화도시 홈  "", ""clicked_name"": ""해솔문화도시 홈"", ""clicked_bid"": ""9"", ""clicked_role"": ""link"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9266/#top"", ""after_url"": ""http://localhost:9266/#top"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""9"", ""data_bug_id"": """", ""name"": ""해솔문화도시 홈"", ""text"": ""해솔문화도시 홈"", ""role"": ""link"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site047-detection-0001
site047,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""필터 초기화 필터 초기화  "", ""clicked_name"": ""필터 초기화"", ""clicked_bid"": ""97"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9266/#top"", ""after_url"": ""http://localhost:9266/#top"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""97"", ""data_bug_id"": """", ""name"": ""필터 초기화"", ""text"": ""필터 초기화"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site047-detection-0002
site047,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""주변 맛집 주변 맛집  "", ""clicked_name"": ""주변 맛집"", ""clicked_bid"": ""17"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9266/#top"", ""after_url"": ""http://localhost:9266/#top"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""17"", ""data_bug_id"": """", ""name"": ""주변 맛집"", ""text"": ""주변 맛집"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site047-detection-0003
site047,,,,,,True,1,button-no-response,0.68,FP_REVIEW,"{""clicked_text"": ""공연 공연  "", ""clicked_name"": ""공연"", ""clicked_bid"": ""92"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9266/#top"", ""after_url"": ""http://localhost:9266/#top"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""92"", ""data_bug_id"": """", ""name"": ""공연"", ""text"": ""공연"", ""role"": ""button"", ""tag"": """", ""clickable"": false, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site047-detection-0004
site050,,,,,,True,1,layout-overlap,0.9,FP_REVIEW,"{""layout_overlap_count"": 55, ""viewport_width"": 375, ""viewport_height"": 812, ""viewport_type"": ""mobile"", ""mobile_viewport"": true, ""action_type"": ""change_viewport_mobile""}",site050-detection-0001
site051,,,,,,True,1,duplicated-rendering,0.75,FP_REVIEW,"{""duplicated_titles"": {""시즌 디저트 시즌 디저트"": 2, ""매장 찾기 매장 찾기"": 2}, ""visible_duplicate_candidates"": {""시즌 디저트 시즌 디저트"": 1}, ""book_context"": false, ""axtree_or_text_only"": false}",site051-detection-0001
site052,,,,,,True,1,duplicated-rendering,0.9,FP_REVIEW,"{""duplicated_titles"": {""무료 체험 신청 무료 체험 신청"": 3}, ""visible_duplicate_candidates"": {""무료 체험 신청 무료 체험 신청"": 1}, ""book_context"": true, ""axtree_or_text_only"": false}",site052-detection-0001
site053,,,,,,True,1,layout-overlap,0.9,FP_REVIEW,"{""layout_overlap_count"": 33, ""viewport_width"": 375, ""viewport_height"": 812, ""viewport_type"": ""mobile"", ""mobile_viewport"": true, ""action_type"": ""change_viewport_mobile""}",site053-detection-0001
site053,,,,,,True,1,duplicated-rendering,0.75,FP_REVIEW,"{""duplicated_titles"": {""민원 접수 민원 접수"": 2, ""시설 예약 시설 예약"": 2, ""관리비 조회 관리비 조회"": 2}, ""visible_duplicate_candidates"": {""민원 접수 민원 접수"": 1}, ""book_context"": false, ""axtree_or_text_only"": false}",site053-detection-0002
site054,,,,,,True,1,layout-overlap,0.9,FP_REVIEW,"{""layout_overlap_count"": 47, ""viewport_width"": 375, ""viewport_height"": 812, ""viewport_type"": ""mobile"", ""mobile_viewport"": true, ""action_type"": ""change_viewport_mobile""}",site054-detection-0001
site055,site055-auto-01,duplicated-rendering,,,click_element;finish_episode,False,0,,,FN,,
site055,,,,,,True,1,duplicated-rendering,0.9,FP_REVIEW,"{""duplicated_titles"": {""site055-bug03 site055-bug03"": 2, ""피오니 크림 바스켓 이미지 site055-bug02 피오니 크림 바스켓 이미지 site055-bug02"": 2, ""장바구니 요약 장바구니 요약"": 2, ""배송 옵션 선택 배송 옵션 선택"": 2}, ""visible_duplicate_candidates"": {""장바구니 요약 장바구니 요약"": 1, ""배송 옵션 선택 배송 옵션 선택"": 1}, ""book_context"": true, ""axtree_or_text_only"": false}",site055-detection-0001
site056,site056-auto-01,duplicated-rendering,,,click_element;fill_input;inspect_console;inspect_layout;press_enter;scroll_up,False,0,,,FN,,
site056,,,,,,True,1,duplicated-rendering,0.9,FP_REVIEW,"{""duplicated_titles"": {""전시 해설 전체 듣기 전시 해설 전체 듣기"": 2, ""티켓 예매 티켓 예매"": 2, ""전체 작품 전체 작품"": 2, ""고대 이집트 고대 이집트"": 2, ""고대 문명 고대 문명"": 2, ""그리스/로마 그리스/로마"": 2, ""▶ ▶"": 3}, ""visible_duplicate_candidates"": {""티켓 예매 티켓 예매"": 1}, ""book_context"": true, ""axtree_or_text_only"": false}",site056-detection-0001
site058,,,,,,True,1,form-no-feedback,0.62,FP_REVIEW,"{""clicked_text"": ""로그인 로그인  "", ""clicked_name"": ""로그인"", ""clicked_bid"": ""21"", ""clicked_role"": ""button"", ""clicked_tag"": """", ""openended_keyword_matches"": [], ""before_url"": ""http://localhost:9277/"", ""after_url"": ""http://localhost:9277/"", ""page_text_delta"": 0, ""candidate_delta"": 0, ""modal_opened"": false, ""form_opened"": false, ""route_changed"": false, ""cart_state_changed"": false, ""toast_visible"": false, ""target"": {""bid"": ""21"", ""data_bug_id"": """", ""name"": ""로그인"", ""text"": ""로그인"", ""role"": ""button"", ""tag"": """", ""clickable"": true, ""visible"": true, ""visibility"": 1.0, ""is_purchase_action"": false, ""is_workout_add_action"": false, ""is_chart_related"": false, ""catalog_keyword_matches"": [], ""catalog_selector_match"": false, ""catalog_bug_id_matches"": [], ""selector_hint"": """", ""is_interactive"": true, ""is_form_field"": false, ""openended_keyword_matches"": []}}",site058-detection-0001
site058,,,,,,True,1,duplicated-rendering,0.9,FP_REVIEW,"{""duplicated_titles"": {""전자책 카탈로그 전자책 카탈로그"": 2, ""내 독서 목록 미리보기 내 독서 목록 미리보기"": 2}, ""visible_duplicate_candidates"": {""내 독서 목록 미리보기 내 독서 목록 미리보기"": 1}, ""book_context"": true, ""axtree_or_text_only"": false}",site058-detection-0002
site9800,site9800-bug01,api-forbidden,High,,click;inspect_network;inspect_console;inspect_dom,False,0,,,FN,,
site9800,site9800-bug02,sparse-data-rendering,Medium,,fill_input;press_enter;click;inspect_dom,False,0,,,FN,,
site9800,site9800-bug03,async-hang,High,,fill_input;press_enter;click;inspect_dom,False,0,,,FN,,
site9800,site9800-bug04,timeout-no-feedback,High,,fill_input;press_enter;click;inspect_dom,False,0,,,FN,,
site9800,site9800-bug05,cart-quantity-mismatch,High,,click;inspect_cart,False,0,,,FN,,
